id,date,wp1,wp2,wp3,wp4,wp5,wp6,wp7
400,2011012916,0.038,0.379,0.482,0.115,0.127,0.095,0.031
401,2011012917,0.023,0.399,0.452,0.116,0.088,0.114,0.046
402,2011012918,0.023,0.481,0.434,0.119,0.133,0.094,0.072
403,2011012919,0.02,0.503,0.449,0.127,0.212,0.09,0.083
404,2011012920,0.014,0.48,0.465,0.116,0.221,0.114,0.032
405,2011012921,0.039,0.521,0.476,0.117,0.22,0.144,0.107
406,2011012922,0.028,0.475,0.462,0.12,0.256,0.171,0.182
407,2011012923,0.082,0.471,0.469,0.268,0.2,0.214,0.285
408,2011013000,0.126,0.354,0.428,0.451,0.132,0.345,0.261
409,2011013001,0.251,0.36,0.435,0.183,0.211,0.328,0.243
410,2011013002,0.152,0.351,0.496,0.122,0.177,0.213,0.217
411,2011013003,0.085,0.362,0.471,0.118,0.175,0.124,0.189
412,2011013004,0.023,0.355,0.462,0.14,0.103,0.099,0.182
413,2011013005,0.001,0.352,0.471,0.16,0.126,0.115,0.154
414,2011013006,0.118,0.416,0.578,0.294,0.144,0.125,0.167
415,2011013007,0.233,0.423,0.477,0.274,0.15,0.158,0.258
416,2011013008,0.224,0.423,0.498,0.407,0.153,0.286,0.288
417,2011013009,0.193,0.441,0.541,0.49,0.149,0.245,0.273
418,2011013010,0.272,0.459,0.551,0.464,0.152,0.276,0.33
419,2011013011,0.374,0.472,0.57,0.436,0.15,0.281,0.342
420,2011013012,0.261,0.41,0.564,0.435,0.24,0.199,0.276
421,2011013013,0.047,0.425,0.505,0.257,0.292,0.121,0.25
422,2011013014,0.025,0.428,0.549,0.299,0.239,0.044,0.054
423,2011013015,0,0.441,0.486,0.14,0.238,0.056,0.037
424,2011013016,0.037,0.337,0.515,0.338,0.231,0.127,0.034
425,2011013017,0.039,0.334,0.517,0.313,0.291,0.119,0.171
426,2011013018,0.212,0.301,0.541,0.417,0.298,0.159,0.171
427,2011013019,0.025,0.313,0.56,0.284,0.247,0.111,0.209
428,2011013020,0.055,0.33,0.514,0.249,0.304,0.062,0.051
429,2011013021,0.008,0.312,0.5,0.194,0.258,0.083,0.039
430,2011013022,0.04,0.286,0.481,0.283,0.251,0.088,0.054
431,2011013023,0.079,0.294,0.516,0.375,0.256,0.207,0.258
432,2011013100,0.288,0.377,0.528,0.443,0.291,0.415,0.215
433,2011020113,0.424,0.226,0.608,0.5,0.309,0.395,0.375
434,2011020114,0.416,0.178,0.605,0.479,0.279,0.386,0.387
435,2011020115,0.415,0.195,0.549,0.469,0.262,0.364,0.384
436,2011020116,0.35,0.218,0.55,0.448,0.276,0.369,0.323
437,2011020117,0.343,0.172,0.537,0.536,0.328,0.35,0.361
438,2011020118,0.304,0.205,0.418,0.433,0.314,0.315,0.312
439,2011020119,0.254,0.196,0.589,0.477,0.381,0.318,0.39
440,2011020120,0.152,0.201,0.588,0.329,0.252,0.302,0.336
441,2011020121,0.099,0.214,0.631,0.232,0.182,0.163,0.292
442,2011020122,0.108,0.248,0.662,0.218,0.137,0.226,0.325
443,2011020123,0.11,0.251,0.645,0.317,0.129,0.232,0.293
444,2011020200,0.279,0.172,0.733,0.388,0.253,0.339,0.442
445,2011020201,0.338,0.397,0.787,0.338,0.175,0.382,0.389
446,2011020202,0.405,0.42,0.596,0.248,0.265,0.343,0.377
447,2011020203,0.504,0.439,0.577,0.275,0.305,0.278,0.43
448,2011020204,0.645,0.387,0.602,0.388,0.183,0.289,0.431
449,2011020205,0.71,0.292,0.563,0.558,0.18,0.505,0.479
450,2011020206,0.768,0.368,0.506,0.626,0.29,0.492,0.689
451,2011020207,0.779,0.44,0.45,0.728,0.449,0.47,0.763
452,2011020208,0.748,0.444,0.486,0.553,0.488,0.479,0.725
453,2011020209,0.783,0.451,0.527,0.583,0.485,0.467,0.702
454,2011020210,0.787,0.429,0.542,0.57,0.441,0.487,0.684
455,2011020211,0.745,0.419,0.549,0.652,0.408,0.592,0.679
456,2011020212,0.739,0.336,0.554,0.638,0.209,0.587,0.683
457,2011020213,0.663,0.347,0.529,0.541,0.254,0.541,0.661
458,2011020214,0.658,0.34,0.527,0.577,0.273,0.599,0.671
459,2011020215,0.648,0.346,0.49,0.59,0.272,0.597,0.659
460,2011020216,0.623,0.384,0.492,0.518,0.232,0.586,0.654
461,2011020217,0.568,0.364,0.59,0.44,0.243,0.51,0.474
462,2011020218,0.494,0.402,0.565,0.396,0.187,0.488,0.487
463,2011020219,0.412,0.439,0.497,0.362,0.259,0.52,0.496
464,2011020220,0.319,0.42,0.538,0.404,0.307,0.417,0.387
465,2011020221,0.298,0.363,0.445,0.437,0.21,0.363,0.164
466,2011020222,0.29,0.377,0.394,0.42,0.117,0.306,0.26
467,2011020223,0.194,0.552,0.505,0.367,0.123,0.251,0.325
468,2011020300,0.286,0.608,0.506,0.299,0.033,0.193,0.154
469,2011020301,0.082,0.636,0.517,0.114,0.179,0.123,0.027
470,2011020302,0.068,0.628,0.524,0.077,0.175,0.153,0.107
471,2011020303,0.144,0.619,0.543,0.164,0.176,0.157,0.168
472,2011020304,0.191,0.574,0.539,0.17,0.208,0.157,0.092
473,2011020305,0.161,0.569,0.549,0.194,0.126,0.205,0.118
474,2011020306,0.231,0.551,0.562,0.351,0.151,0.202,0.1
475,2011020307,0.25,0.499,0.556,0.335,0.314,0.205,0.104
476,2011020308,0.223,0.437,0.522,0.291,0.334,0.193,0.042
477,2011020309,0.31,0.443,0.518,0.346,0.334,0.25,0.207
478,2011020310,0.317,0.446,0.468,0.423,0.347,0.227,0.309
479,2011020311,0.302,0.468,0.453,0.428,0.248,0.195,0.352
480,2011020312,0.272,0.392,0.427,0.419,0.251,0.204,0.461
481,2011020501,0.486,0.461,0.584,0.544,0.524,0.491,0.631
482,2011020502,0.525,0.401,0.591,0.517,0.397,0.485,0.615
483,2011020503,0.53,0.405,0.622,0.541,0.365,0.495,0.536
484,2011020504,0.525,0.406,0.684,0.557,0.416,0.553,0.502
485,2011020505,0.537,0.495,0.733,0.602,0.342,0.511,0.635
486,2011020506,0.549,0.45,0.749,0.574,0.372,0.523,0.611
487,2011020507,0.54,0.419,0.732,0.566,0.344,0.466,0.53
488,2011020508,0.451,0.444,0.616,0.525,0.18,0.474,0.404
489,2011020509,0.473,0.327,0.538,0.387,0.206,0.483,0.462
490,2011020510,0.46,0.288,0.602,0.412,0.109,0.493,0.525
491,2011020511,0.413,0.286,0.451,0.429,0.062,0.535,0.525
492,2011020512,0.358,0.368,0.312,0.328,0.117,0.454,0.5
493,2011020513,0.364,0.259,0.369,0.386,0.405,0.269,0.367
494,2011020514,0.217,0.326,0.302,0.43,0.471,0.258,0.298
495,2011020515,0.067,0.354,0.42,0.239,0.413,0.217,0.306
496,2011020516,0.043,0.22,0.402,0.176,0.439,0.243,0.222
497,2011020517,0.054,0.233,0.376,0.145,0.312,0.218,0.098
498,2011020518,0.03,0.234,0.403,0.152,0.321,0.162,0.032
499,2011020519,0.027,0.25,0.492,0.152,0.237,0.115,0.112
500,2011020520,0.04,0.325,0.553,0.112,0.236,0.097,0
501,2011020521,0.076,0.427,0.529,0.09,0.132,0.085,0.087
502,2011020522,0.14,0.419,0.488,0.096,0.237,0.179,0.193
503,2011020523,0.229,0.421,0.545,0.26,0.275,0.188,0.211
504,2011020600,0.374,0.42,0.548,0.398,0.249,0.155,0.132
505,2011020601,0.307,0.55,0.649,0.202,0.109,0.065,0.135
506,2011020602,0.366,0.511,0.545,0.252,0.159,0.138,0.22
507,2011020603,0.323,0.537,0.553,0.277,0.222,0.135,0.213
508,2011020604,0.347,0.519,0.592,0.262,0.249,0.102,0.171
509,2011020605,0.465,0.489,0.598,0.267,0.297,0.13,0.19
510,2011020606,0.509,0.472,0.596,0.251,0.33,0.215,0.174
511,2011020607,0.409,0.486,0.532,0.234,0.305,0.254,0.231
512,2011020608,0.347,0.453,0.525,0.189,0.287,0.166,0.198
513,2011020609,0.446,0.48,0.513,0.28,0.241,0.098,0.242
514,2011020610,0.408,0.515,0.649,0.282,0.293,0.159,0.254
515,2011020611,0.351,0.513,0.62,0.34,0.357,0.114,0.204
516,2011020612,0.384,0.402,0.505,0.304,0.245,0.182,0.27
517,2011020613,0.119,0.409,0.589,0.019,0.235,0.125,0.153
518,2011020614,0.069,0.417,0.529,0.069,0.184,0.109,0.086
519,2011020615,0.04,0.483,0.472,0.052,0.209,0.078,0.144
520,2011020616,0.064,0.449,0.505,0.065,0.177,0.082,0.106
521,2011020617,0.048,0.415,0.531,0.041,0.182,0.089,0.178
522,2011020618,0.053,0.391,0.518,0.049,0.228,0.068,0.232
523,2011020619,0.053,0.374,0.508,0.096,0.31,0.038,0.166
524,2011020620,0.057,0.283,0.609,0.088,0.319,0.062,0.181
525,2011020621,0.062,0.284,0.618,0.074,0.288,0.046,0.155
526,2011020622,0.054,0.339,0.557,0.093,0.295,0.071,0.187
527,2011020623,0.038,0.343,0.556,0.063,0.215,0.062,0.115
528,2011020700,0.028,0.418,0.673,0.072,0.27,0.052,0.227
529,2011020813,0.151,0.165,0.223,0,0.167,0.038,0.068
530,2011020814,0.197,0.186,0.234,0.035,0.298,0.038,0.025
531,2011020815,0.203,0.357,0.151,0.11,0.294,0.049,0.079
532,2011020816,0.277,0.231,0.33,0.105,0.389,0.192,0.2
533,2011020817,0.327,0.509,0.319,0.46,0.364,0.395,0.293
534,2011020818,0.375,0.651,0.508,0.554,0.349,0.513,0.388
535,2011020819,0.284,0.775,0.512,0.588,0.499,0.469,0.375
536,2011020820,0.402,0.492,0.38,0.505,0.507,0.349,0.316
537,2011020821,0.541,0.35,0.28,0.349,0.678,0.24,0.257
538,2011020822,0.508,0.331,0.17,0.268,0.602,0.205,0.198
539,2011020823,0.433,0.333,0.104,0.132,0.598,0.232,0.228
540,2011020900,0.478,0.3,0.401,0.314,0.325,0.138,0.219
541,2011020901,0.525,0.41,0.724,0.563,0.298,0.233,0.299
542,2011020902,0.49,0.396,0.777,0.53,0.278,0.374,0.317
543,2011020903,0.563,0.41,0.739,0.499,0.246,0.332,0.398
544,2011020904,0.506,0.379,0.684,0.434,0.337,0.356,0.315
545,2011020905,0.464,0.38,0.624,0.417,0.222,0.344,0.302
546,2011020906,0.47,0.365,0.677,0.406,0.174,0.358,0.33
547,2011020907,0.409,0.423,0.678,0.54,0.241,0.377,0.329
548,2011020908,0.454,0.307,0.63,0.557,0.581,0.438,0.396
549,2011020909,0.468,0.303,0.604,0.572,0.668,0.476,0.372
550,2011020910,0.439,0.258,0.629,0.579,0.606,0.459,0.446
551,2011020911,0.422,0.231,0.592,0.601,0.636,0.477,0.512
552,2011020912,0.449,0.206,0.4,0.386,0.689,0.403,0.508
553,2011020913,0.469,0.281,0.482,0.403,0.435,0.513,0.413
554,2011020914,0.526,0.308,0.518,0.527,0.455,0.65,0.516
555,2011020915,0.6,0.292,0.705,0.665,0.425,0.605,0.45
556,2011020916,0.68,0.298,0.716,0.616,0.44,0.653,0.658
557,2011020917,0.696,0.3,0.731,0.602,0.484,0.634,0.631
558,2011020918,0.685,0.361,0.768,0.537,0.484,0.592,0.651
559,2011020919,0.644,0.426,0.66,0.568,0.476,0.606,0.563
560,2011020920,0.634,0.431,0.516,0.581,0.467,0.498,0.367
561,2011020921,0.504,0.349,0.363,0.473,0.415,0.483,0.398
562,2011020922,0.323,0.312,0.549,0.429,0.414,0.38,0.164
563,2011020923,0.468,0.31,0.61,0.385,0.463,0.308,0.244
564,2011021000,0.327,0.463,0.623,0.282,0.228,0.36,0.21
565,2011021001,0.298,0.431,0.658,0.195,0.228,0.287,0.252
566,2011021002,0.314,0.478,0.656,0.209,0.215,0.322,0.285
567,2011021003,0.316,0.445,0.586,0.246,0.224,0.276,0.113
568,2011021004,0.424,0.398,0.648,0.341,0.199,0.284,0.118
569,2011021005,0.344,0.397,0.614,0.322,0.238,0.217,0.115
570,2011021006,0.34,0.377,0.694,0.286,0.276,0.223,0.087
571,2011021007,0.314,0.349,0.693,0.335,0.277,0.239,0.097
572,2011021008,0.313,0.361,0.68,0.315,0.286,0.254,0.053
573,2011021009,0.315,0.376,0.66,0.334,0.233,0.265,0.029
574,2011021010,0.183,0.414,0.674,0.142,0.22,0.259,0.081
575,2011021011,0.159,0.356,0.617,0.116,0.192,0.249,0.116
576,2011021012,0.143,0.328,0.6,0.131,0.156,0.238,0.355
577,2011021201,0.458,0.46,0.597,0.53,0.273,0.438,0.534
578,2011021202,0.522,0.438,0.579,0.548,0.297,0.528,0.645
579,2011021203,0.551,0.445,0.584,0.541,0.181,0.629,0.526
580,2011021204,0.546,0.425,0.622,0.558,0.29,0.636,0.567
581,2011021205,0.539,0.451,0.611,0.668,0.272,0.612,0.685
582,2011021206,0.496,0.435,0.649,0.614,0.318,0.623,0.572
583,2011021207,0.44,0.379,0.712,0.603,0.381,0.572,0.466
584,2011021208,0.424,0.317,0.77,0.629,0.284,0.431,0.547
585,2011021209,0.416,0.332,0.772,0.605,0.271,0.44,0.586
586,2011021210,0.28,0.3,0.734,0.498,0.25,0.548,0.546
587,2011021211,0.36,0.475,0.586,0.492,0.268,0.523,0.483
588,2011021212,0.428,0.202,0.34,0.215,0.158,0.196,0.377
589,2011021213,0.268,0.38,0.365,0.204,0.286,0.178,0.163
590,2011021214,0.39,0.374,0.589,0.251,0.332,0.2,0.26
591,2011021215,0.449,0.441,0.517,0.522,0.383,0.507,0.44
592,2011021216,0.464,0.611,0.538,0.656,0.335,0.575,0.669
593,2011021217,0.542,0.702,0.507,0.705,0.387,0.606,0.824
594,2011021218,0.638,0.692,0.504,0.68,0.527,0.603,0.764
595,2011021219,0.46,0.58,0.53,0.59,0.669,0.542,0.63
596,2011021220,0.438,0.548,0.539,0.312,0.69,0.429,0.32
597,2011021221,0.318,0.443,0.499,0.272,0.399,0.108,0.112
598,2011021222,0.379,0.511,0.457,0.292,0.408,0.07,0.063
599,2011021223,0.412,0.54,0.355,0.269,0.492,0.16,0.188
600,2011021300,0.394,0.422,0.646,0.305,0.534,0.263,0.353
601,2011021301,0.488,0.39,0.709,0.441,0.379,0.315,0.452
602,2011021302,0.51,0.355,0.682,0.393,0.392,0.366,0.542
603,2011021303,0.577,0.366,0.68,0.428,0.475,0.486,0.442
604,2011021304,0.475,0.294,0.665,0.435,0.363,0.44,0.532
605,2011021305,0.289,0.287,0.628,0.337,0.31,0.282,0.385
606,2011021306,0.196,0.327,0.805,0.272,0.278,0.304,0.323
607,2011021307,0.195,0.268,0.633,0.325,0.234,0.319,0.347
608,2011021308,0.343,0.275,0.705,0.415,0.263,0.269,0.456
609,2011021309,0.355,0.362,0.737,0.389,0.135,0.306,0.447
610,2011021310,0.305,0.333,0.735,0.392,0.128,0.291,0.46
611,2011021311,0.302,0.336,0.581,0.368,0.109,0.345,0.428
612,2011021312,0.247,0.362,0.437,0.233,0.07,0.257,0.37
613,2011021313,0.105,0.287,0.474,0.19,0.098,0.17,0.183
614,2011021314,0.218,0.287,0.479,0.355,0.086,0.236,0.136
615,2011021315,0.153,0.362,0.459,0.314,0.103,0.237,0.261
616,2011021316,0.19,0.257,0.416,0.198,0.149,0.192,0.255
617,2011021317,0.196,0.297,0.432,0.21,0.124,0.213,0.352
618,2011021318,0.182,0.318,0.471,0.209,0.085,0.184,0.413
619,2011021319,0.204,0.316,0.489,0.285,0.108,0.133,0.272
620,2011021320,0.227,0.314,0.56,0.305,0.2,0.184,0.191
621,2011021321,0.256,0.31,0.517,0.308,0.217,0.213,0.217
622,2011021322,0.252,0.306,0.497,0.326,0.201,0.258,0.417
623,2011021323,0.292,0.304,0.422,0.305,0.27,0.244,0.449
624,2011021400,0.359,0.27,0.479,0.336,0.315,0.252,0.466
625,2011021513,0.038,0.151,0.16,0.046,0.098,0.076,0.037
626,2011021514,0.01,0.207,0.118,0,0.036,0.022,0.084
627,2011021515,0,0.263,0.114,0,0.022,0,0
628,2011021516,0,0.265,0.151,0.013,0.011,0,0.024
629,2011021517,0,0.284,0.087,0.019,0.045,0.032,0.022
630,2011021518,0,0.24,0.093,0,0.035,0.047,0.043
631,2011021519,0,0.254,0.127,0.012,0.067,0.06,0.066
632,2011021520,0.011,0.29,0.128,0.041,0.058,0.074,0.02
633,2011021521,0.033,0.316,0.148,0.093,0.217,0.074,0.111
634,2011021522,0.048,0.313,0.145,0.094,0.13,0.142,0.182
635,2011021523,0.25,0.284,0.211,0.206,0.045,0.296,0.224
636,2011021600,0.292,0.373,0.549,0.526,0.195,0.383,0.562
637,2011021601,0.321,0.298,0.617,0.484,0.088,0.313,0.56
638,2011021602,0.33,0.32,0.598,0.483,0.081,0.298,0.529
639,2011021603,0.364,0.263,0.585,0.415,0.137,0.29,0.487
640,2011021604,0.382,0.263,0.588,0.471,0.164,0.306,0.524
641,2011021605,0.35,0.297,0.54,0.529,0.273,0.328,0.449
642,2011021606,0.399,0.282,0.506,0.593,0.261,0.416,0.457
643,2011021607,0.426,0.243,0.562,0.692,0.158,0.357,0.469
644,2011021608,0.452,0.236,0.601,0.612,0.194,0.364,0.445
645,2011021609,0.411,0.253,0.67,0.544,0.331,0.446,0.309
646,2011021610,0.27,0.23,0.65,0.445,0.438,0.441,0.353
647,2011021611,0.28,0.229,0.554,0.509,0.462,0.366,0.282
648,2011021612,0.309,0.233,0.501,0.525,0.289,0.289,0.233
649,2011021613,0.347,0.243,0.474,0.464,0.222,0.363,0.383
650,2011021614,0.295,0.264,0.486,0.37,0.222,0.329,0.395
651,2011021615,0.327,0.268,0.455,0.373,0.221,0.356,0.372
652,2011021616,0.283,0.144,0.484,0.42,0.188,0.271,0.417
653,2011021617,0.261,0.142,0.462,0.467,0.216,0.207,0.371
654,2011021618,0.229,0.146,0.446,0.339,0.185,0.287,0.21
655,2011021619,0.211,0.121,0.505,0.237,0.195,0.248,0
656,2011021620,0.208,0.144,0.547,0.241,0.288,0.205,0.008
657,2011021621,0.24,0.164,0.466,0.245,0.336,0.275,0.112
658,2011021622,0.324,0.349,0.453,0.392,0.346,0.351,0.299
659,2011021623,0.334,0.284,0.472,0.421,0.428,0.274,0.397
660,2011021700,0.371,0.465,0.724,0.36,0.186,0.387,0.312
661,2011021701,0.35,0.419,0.562,0.318,0.321,0.364,0.189
662,2011021702,0.272,0.322,0.519,0.319,0.342,0.295,0.18
663,2011021703,0.263,0.325,0.538,0.344,0.258,0.319,0.207
664,2011021704,0.262,0.479,0.459,0.249,0.207,0.29,0.239
665,2011021705,0.247,0.468,0.444,0.243,0.182,0.292,0.23
666,2011021706,0.247,0.465,0.514,0.253,0.025,0.283,0.301
667,2011021707,0.247,0.437,0.538,0.369,0.021,0.264,0.275
668,2011021708,0.228,0.398,0.543,0.337,0.045,0.307,0.249
669,2011021709,0.246,0.414,0.476,0.38,0.118,0.321,0.228
670,2011021710,0.199,0.405,0.492,0.328,0.101,0.358,0.256
671,2011021711,0.14,0.422,0.501,0.274,0.045,0.377,0.246
672,2011021712,0.046,0.392,0.526,0.296,0.047,0.391,0.306
673,2011021901,0.824,0.69,0.685,0.662,0.672,0.694,0.881
674,2011021902,0.796,0.672,0.747,0.562,0.628,0.701,0.877
675,2011021903,0.806,0.716,0.64,0.605,0.567,0.679,0.888
676,2011021904,0.817,0.798,0.668,0.661,0.597,0.739,0.871
677,2011021905,0.885,0.834,0.694,0.644,0.586,0.759,0.826
678,2011021906,0.853,0.807,0.645,0.62,0.652,0.759,0.779
679,2011021907,0.84,0.77,0.64,0.596,0.699,0.643,0.781
680,2011021908,0.823,0.777,0.638,0.645,0.665,0.66,0.773
681,2011021909,0.834,0.773,0.579,0.672,0.674,0.663,0.797
682,2011021910,0.826,0.754,0.634,0.788,0.679,0.706,0.805
683,2011021911,0.81,0.705,0.659,0.808,0.731,0.724,0.866
684,2011021912,0.857,0.663,0.746,0.766,0.763,0.751,0.854
685,2011021913,0.826,0.523,0.608,0.781,0.656,0.722,0.827
686,2011021914,0.816,0.526,0.621,0.765,0.601,0.715,0.839
687,2011021915,0.754,0.48,0.599,0.724,0.586,0.689,0.833
688,2011021916,0.71,0.507,0.616,0.704,0.542,0.705,0.88
689,2011021917,0.707,0.503,0.578,0.715,0.552,0.671,0.87
690,2011021918,0.727,0.521,0.546,0.733,0.759,0.713,0.849
691,2011021919,0.704,0.495,0.556,0.744,0.877,0.691,0.904
692,2011021920,0.719,0.533,0.582,0.75,0.884,0.677,0.884
693,2011021921,0.699,0.541,0.605,0.748,0.825,0.667,0.857
694,2011021922,0.675,0.62,0.583,0.718,0.818,0.534,0.722
695,2011021923,0.617,0.637,0.491,0.64,0.796,0.566,0.717
696,2011022000,0.548,0.564,0.528,0.361,0.608,0.523,0.453
697,2011022001,0.426,0.555,0.547,0.387,0.397,0.424,0.393
698,2011022002,0.457,0.538,0.495,0.406,0.315,0.329,0.533
699,2011022003,0.429,0.612,0.466,0.414,0.266,0.353,0.485
700,2011022004,0.399,0.577,0.498,0.381,0.273,0.319,0.48
701,2011022005,0.404,0.625,0.498,0.278,0.287,0.273,0.443
702,2011022006,0.405,0.482,0.504,0.272,0.24,0.226,0.351
703,2011022007,0.335,0.467,0.459,0.319,0.297,0.258,0.183
704,2011022008,0.254,0.468,0.515,0.169,0.15,0.07,0.098
705,2011022009,0.108,0.459,0.532,0.051,0.112,0.068,0.06
706,2011022010,0.037,0.477,0.459,0.072,0.097,0.064,0.095
707,2011022011,0.023,0.562,0.475,0.092,0.084,0.017,0.096
708,2011022012,0.017,0.514,0.58,0.033,0.142,0.021,0.092
709,2011022013,0.051,0.475,0.398,0.043,0.172,0.086,0.212
710,2011022014,0.031,0.478,0.392,0.071,0.112,0.088,0.169
711,2011022015,0.041,0.473,0.351,0.108,0.21,0.089,0.15
712,2011022016,0.044,0.357,0.358,0.124,0.184,0.106,0.095
713,2011022017,0.023,0.353,0.409,0.084,0.196,0.137,0.088
714,2011022018,0.031,0.408,0.468,0.097,0.221,0.116,0.104
715,2011022019,0.043,0.436,0.458,0.092,0.294,0.098,0.088
716,2011022020,0.036,0.409,0.456,0.072,0.3,0.104,0.102
717,2011022021,0.028,0.403,0.46,0.024,0.272,0.098,0.138
718,2011022022,0.06,0.338,0.38,0.002,0.253,0.107,0.124
719,2011022023,0.057,0.361,0.397,0,0.333,0.091,0.133
720,2011022100,0.064,0.36,0.603,0,0.345,0.129,0.015
721,2011022213,0.259,0.128,0.515,0.144,0.077,0.405,0.294
722,2011022214,0.154,0.088,0.505,0.019,0.025,0.232,0.349
723,2011022215,0.146,0.126,0.472,0.049,0,0.189,0.27
724,2011022216,0.124,0.131,0.619,0.07,0.074,0.123,0.25
725,2011022217,0.131,0.121,0.555,0.086,0.104,0.188,0.342
726,2011022218,0.126,0.115,0.694,0.091,0.066,0.196,0.312
727,2011022219,0.099,0.102,0.633,0.075,0.058,0.106,0.194
728,2011022220,0.091,0.136,0.381,0.05,0.058,0.152,0.084
729,2011022221,0.107,0.086,0.332,0.053,0.099,0.124,0.078
730,2011022222,0.116,0.163,0.638,0.139,0.084,0.159,0.189
731,2011022223,0.238,0.195,0.499,0.168,0.203,0.218,0.223
732,2011022300,0.322,0.224,0.701,0.31,0.292,0.254,0.285
733,2011022301,0.338,0.346,0.526,0.297,0.391,0.293,0.294
734,2011022302,0.39,0.351,0.627,0.255,0.358,0.306,0.308
735,2011022303,0.368,0.388,0.582,0.236,0.281,0.286,0.287
736,2011022304,0.253,0.506,0.687,0.252,0.212,0.313,0.255
737,2011022305,0.206,0.415,0.623,0.293,0.193,0.378,0.286
738,2011022306,0.191,0.375,0.669,0.325,0.118,0.413,0.511
739,2011022307,0.143,0.586,0.692,0.322,0.22,0.356,0.366
740,2011022308,0.083,0.614,0.578,0.284,0.247,0.386,0.434
741,2011022309,0.127,0.505,0.638,0.316,0.273,0.239,0.474
742,2011022310,0.052,0.503,0.623,0.244,0.263,0.259,0.462
743,2011022311,0.08,0.515,0.624,0.182,0.352,0.262,0.455
744,2011022312,0.001,0.517,0.56,0.159,0.246,0.246,0.4
745,2011022313,0.128,0.548,0.685,0.075,0.165,0.29,0.439
746,2011022314,0.133,0.586,0.598,0.131,0.145,0.259,0.294
747,2011022315,0.08,0.528,0.578,0.156,0.149,0.249,0.275
748,2011022316,0.073,0.451,0.564,0.142,0.13,0.224,0.228
749,2011022317,0.074,0.519,0.57,0.182,0.195,0.179,0.213
750,2011022318,0.064,0.498,0.576,0.159,0.144,0.199,0.198
751,2011022319,0.059,0.522,0.581,0.088,0.145,0.221,0.182
752,2011022320,0.087,0.504,0.484,0.147,0.178,0.13,0.278
753,2011022321,0.111,0.516,0.49,0.24,0.135,0.175,0.258
754,2011022322,0.266,0.497,0.555,0.388,0.11,0.258,0.28
755,2011022323,0.297,0.446,0.562,0.483,0.221,0.316,0.447
756,2011022400,0.35,0.556,0.719,0.441,0.187,0.579,0.517
757,2011022401,0.415,0.569,0.501,0.393,0.26,0.47,0.322
758,2011022402,0.354,0.598,0.485,0.363,0.249,0.435,0.229
759,2011022403,0.389,0.626,0.493,0.406,0.263,0.375,0.242
760,2011022404,0.39,0.587,0.535,0.33,0.235,0.298,0.311
761,2011022405,0.353,0.551,0.527,0.322,0.259,0.285,0.31
762,2011022406,0.358,0.555,0.537,0.319,0.265,0.266,0.304
763,2011022407,0.286,0.529,0.544,0.31,0.294,0.279,0.288
764,2011022408,0.204,0.53,0.619,0.291,0.289,0.235,0.26
765,2011022409,0.186,0.544,0.495,0.275,0.28,0.23,0.263
766,2011022410,0.116,0.548,0.48,0.201,0.272,0.279,0.264
767,2011022411,0.099,0.486,0.455,0.182,0.306,0.329,0.246
768,2011022412,0.157,0.534,0.446,0.183,0.275,0.406,0.226
769,2011022601,0.406,0.317,0.728,0.404,0.536,0.43,0.344
770,2011022602,0.37,0.335,0.739,0.437,0.433,0.378,0.459
771,2011022603,0.361,0.274,0.749,0.403,0.598,0.332,0.422
772,2011022604,0.361,0.185,0.781,0.403,0.609,0.283,0.415
773,2011022605,0.355,0.166,0.698,0.362,0.496,0.309,0.366
774,2011022606,0.35,0.115,0.697,0.309,0.444,0.343,0.337
775,2011022607,0.274,0.12,0.646,0.351,0.464,0.39,0.331
776,2011022608,0.368,0.15,0.541,0.382,0.344,0.287,0.358
777,2011022609,0.343,0.224,0.412,0.337,0.494,0.278,0.449
778,2011022610,0.305,0.206,0.491,0.308,0.335,0.279,0.384
779,2011022611,0.254,0.245,0.391,0.34,0.399,0.254,0.509
780,2011022612,0.244,0.214,0.252,0.199,0.368,0.193,0.406
781,2011022613,0.202,0.495,0.626,0.15,0.313,0.324,0.254
782,2011022614,0.196,0.441,0.644,0.261,0.371,0.296,0.101
783,2011022615,0.278,0.383,0.458,0.229,0.416,0.284,0.189
784,2011022616,0.417,0.272,0.428,0.496,0.578,0.187,0.279
785,2011022617,0.363,0.218,0.411,0.502,0.51,0.334,0.46
786,2011022618,0.386,0.329,0.411,0.493,0.521,0.356,0.436
787,2011022619,0.395,0.331,0.463,0.509,0.549,0.295,0.431
788,2011022620,0.431,0.353,0.461,0.525,0.382,0.182,0.357
789,2011022621,0.294,0.302,0.471,0.379,0.48,0.125,0.377
790,2011022622,0.213,0.37,0.435,0.229,0.454,0.168,0.231
791,2011022623,0.146,0.337,0.455,0.25,0.339,0.219,0.267
792,2011022700,0.122,0.277,0.659,0.238,0.13,0.16,0.239
793,2011022701,0.161,0.311,0.703,0.179,0.08,0.19,0.231
794,2011022702,0.139,0.304,0.677,0.152,0.026,0.249,0.26
795,2011022703,0.121,0.299,0.67,0.162,0.035,0.197,0.274
796,2011022704,0.098,0.322,0.61,0.134,0.066,0.162,0.234
797,2011022705,0.07,0.286,0.662,0.144,0.136,0.177,0.194
798,2011022706,0.074,0.289,0.65,0.255,0.136,0.149,0.206
799,2011022707,0.082,0.33,0.64,0.286,0.156,0.118,0.264
